shipment_id,batch_id,customer_id,ship_date,qty_units,shipment_status
SH202383,B100112,RC118,2025-01-20 11:16:00,6076,Delivered
SH202384,B102140,RC103,2024-04-26 09:25:00,4084,Delivered
SH202385,B100344,RC114,2024-01-19 16:54:00,5387,Delivered
SH202386,B100575,RC116,2025-03-25 03:28:00,7444,Delivered
SH202387,B101706,RC120,2023-11-16 20:52:00,3006,Delivered
SH202388,B101342,RC116,2025-01-23 12:42:00,4971,Delivered
SH202389,B101700,RC100,2025-02-07 20:28:00,1528,Delivered
SH202390,B100283,RC123,2023-03-22 20:42:00,2792,Delivered
SH202391,B102240,RC120,2025-01-22 00:08:00,5409,Delivered
SH202392,B102057,RC112,2024-02-20 13:17:00,3747,Delivered
SH202393,B102113,RC124,2024-07-31 19:20:00,3430,Returned
SH202394,B101937,RC105,2023-05-18 19:33:00,7192,Delivered
SH202395,B101108,RC112,2024-11-19 23:53:00,6378,Delivered
SH202396,B101466,RC114,2023-01-09 12:42:00,2609,Delivered
SH202397,B100443,RC116,2024-05-02 23:29:00,6114,Delivered
SH202398,B102645,RC118,2023-10-12 01:09:00,6889,Delivered
SH202399,B102321,RC120,2023-09-27 17:53:00,4440,Delivered
SH202400,B100918,RC117,2025-05-09 04:43:00,5266,Delivered
SH202401,B102789,RC102,2024-07-23 09:36:00,2786,In Transit
SH202402,B100386,RC118,2024-08-10 16:47:00,950,Delivered
SH202403,B102794,RC117,2024-01-02 02:28:00,2927,Delivered
SH202404,B101447,RC118,2025-04-18 12:46:00,7007,Delivered
SH202405,B100153,RC115,2025-05-25 04:34:00,4516,Delivered
SH202406,B100436,RC119,2023-04-29 20:08:00,7930,In Transit
SH202407,B102155,RC113,2023-03-13 01:40:00,7369,Delivered
SH202408,B101722,RC114,2023-09-25 02:58:00,1680,Delivered
SH202409,B101102,RC101,2024-02-26 03:45:00,4267,Delivered
SH202410,B101970,RC117,2024-07-25 09:26:00,2968,Delivered
SH202411,B101954,RC106,2023-04-27 06:37:00,4674,Delivered
SH202412,B101226,RC109,2024-02-22 05:29:00,4344,In Transit
SH202413,B102786,RC109,2023-01-17 22:34:00,5638,Delivered
SH202414,B101297,RC104,2024-04-10 11:29:00,925,Delivered
SH202415,B101568,RC109,2024-10-13 08:50:00,4241,Delivered
SH202416,B102993,RC112,2023-08-06 04:24:00,3627,Delivered
SH202417,B102701,RC111,2024-04-05 13:15:00,4726,Delivered
SH202418,B102581,RC107,2025-03-09 19:19:00,4969,Delivered
SH202419,B102165,RC105,2024-01-03 17:02:00,5595,Delivered
SH202420,B102984,RC118,2024-01-10 21:49:00,3990,In Transit
SH202421,B102112,RC118,2023-05-11 10:48:00,6509,Delivered
SH202422,B101170,RC102,2024-11-21 11:56:00,6798,Delayed
SH202423,B101968,RC122,2024-07-16 08:49:00,2625,Delivered
SH202424,B102871,RC107,2023-02-24 17:37:00,4180,Returned
SH202425,B102747,RC109,2023-10-17 15:47:00,4285,Delivered
SH202426,B101513,RC112,2024-02-25 07:36:00,4310,Returned
SH202427,B100017,RC116,2024-12-28 22:05:00,2024,Delivered
SH202428,B102789,RC105,2024-12-26 13:15:00,3573,Delivered
SH202429,B101412,RC105,2025-04-26 01:43:00,2498,Delivered
SH202430,B100175,RC122,2025-03-19 08:51:00,2889,Returned
SH202431,B102027,RC108,2024-08-20 11:57:00,2622,Delivered
SH202432,B100762,RC103,2023-02-21 04:11:00,601,Delivered
SH202433,B100540,RC103,2023-06-24 16:40:00,3965,Delivered
SH202434,B101421,RC108,2024-11-22 05:27:00,7235,Delivered
SH202435,B100183,RC110,2023-04-21 10:07:00,3885,Delivered
SH202436,B101118,RC123,2024-06-06 01:48:00,5408,Delivered
SH202437,B102446,RC119,2023-06-23 07:17:00,3246,Returned
SH202438,B101191,RC111,2024-01-20 20:15:00,6716,Delivered
SH202439,B102723,RC105,2024-01-23 04:07:00,1103,Delivered
SH202440,B102352,RC104,2023-02-27 10:28:00,2606,Delivered
SH202441,B100600,RC114,2023-03-14 15:17:00,1337,Delivered
SH202442,B101645,RC105,2024-12-10 04:27:00,7972,Delivered
SH202443,B102427,RC110,2024-06-11 20:03:00,7710,Delivered
SH202444,B100832,RC117,2024-05-11 07:44:00,1232,Delivered
SH202445,B102545,RC105,2025-04-16 18:45:00,3605,Delivered
SH202446,B100071,RC112,2025-01-03 06:07:00,6343,Delayed
SH202447,B101414,RC100,2023-04-29 22:43:00,7912,Delivered
SH202448,B100455,RC110,2023-01-15 14:25:00,4789,Delivered
SH202449,B101684,RC107,2025-04-01 04:56:00,1010,In Transit
SH202450,B100732,RC122,2023-06-11 12:46:00,7083,Delivered
SH202451,B100223,RC116,2024-01-01 08:03:00,2920,Delivered
SH202452,B101586,RC121,2023-01-26 03:28:00,7237,Delivered
SH202453,B100779,RC122,2025-04-09 02:54:00,7859,In Transit
SH202454,B102321,RC114,2024-08-18 14:07:00,5118,Delivered
SH202455,B102968,RC122,2024-11-06 20:17:00,6698,Delivered
SH202456,B102484,RC119,2023-12-12 19:25:00,3116,Delayed
SH202457,B100932,RC122,2024-02-03 11:45:00,3367,Delivered
SH202458,B101899,RC100,2024-10-12 14:02:00,939,In Transit
SH202459,B100450,RC102,2024-04-04 10:46:00,6040,Delivered
SH202460,B101588,RC114,2024-05-08 14:48:00,6413,Delivered
SH202461,B100521,RC119,2024-01-14 12:40:00,1310,In Transit
SH202462,B101638,RC111,2025-03-29 08:26:00,1344,Delivered
SH202463,B100203,RC106,2023-09-07 00:59:00,1458,Delivered
SH202464,B100222,RC106,2023-08-25 18:36:00,1770,Delivered
SH202465,B102141,RC118,2024-03-18 07:52:00,4252,Delivered
SH202466,B101816,RC105,2025-04-24 20:33:00,1211,Delivered
SH202467,B100173,RC109,2025-03-30 09:30:00,1828,Delivered
SH202468,B102265,RC118,2024-07-07 06:59:00,669,Delivered
SH202469,B101609,RC124,2023-10-01 20:23:00,7113,Delivered
SH202470,B100322,RC110,2023-06-05 18:42:00,867,Delivered
SH202471,B101721,RC120,2024-02-17 04:33:00,1611,Delivered
SH202472,B100536,RC100,2024-12-10 01:49:00,1242,Delivered
SH202473,B101909,RC120,2023-03-06 15:22:00,4246,Delivered
SH202474,B102739,RC103,2025-03-08 04:30:00,3918,Delivered
SH202475,B102353,RC118,2023-04-05 14:48:00,534,Delivered
SH202476,B100071,RC122,2025-05-04 02:09:00,7270,Delivered
SH202477,B100646,RC105,2023-10-26 21:32:00,3308,Delivered
SH202478,B101117,RC119,2023-05-29 08:14:00,2158,Delivered
SH202479,B100977,RC122,2023-09-29 12:59:00,1814,Returned
SH202480,B100340,RC106,2023-05-24 06:02:00,501,Delivered
SH202481,B102051,RC107,2024-10-09 09:14:00,3740,In Transit
SH202482,B102785,RC101,2025-06-04 21:46:00,6349,Delivered
SH202483,B101785,RC106,2025-01-08 06:28:00,5574,Delivered
SH202484,B101100,RC114,2025-02-01 11:01:00,1540,Delivered
SH202485,B100929,RC112,2024-07-11 17:41:00,5907,Delivered
SH202486,B100150,RC112,2023-09-20 19:01:00,5381,Delivered
SH202487,B100332,RC116,2023-05-19 13:49:00,3732,Delivered
SH202488,B100230,RC109,2023-02-19 13:44:00,3036,Delivered
SH202489,B102964,RC117,2023-11-17 03:27:00,4308,Delivered
SH202490,B101859,RC106,2024-07-08 10:16:00,2270,Delivered
SH202491,B100447,RC103,2024-02-05 06:39:00,1246,Delivered
SH202492,B101714,RC103,2025-06-10 15:42:00,5721,Delivered
SH202493,B100598,RC112,2024-01-15 21:50:00,6367,Delivered
SH202494,B102543,RC116,2024-10-02 06:38:00,7298,Delivered
SH202495,B101786,RC113,2024-02-28 01:28:00,4592,Delivered
SH202496,B101175,RC104,2024-01-25 04:01:00,2740,Delivered
SH202497,B101211,RC119,2025-01-11 17:24:00,3304,Delivered
SH202498,B101071,RC120,2023-01-23 06:04:00,2681,Delivered
SH202499,B101987,RC121,2023-05-27 23:54:00,4132,Delivered
SH202500,B102545,RC103,2024-06-17 13:08:00,6421,Delayed
SH202501,B102911,RC109,2024-05-25 19:23:00,7543,Delivered
SH202502,B100837,RC115,2024-01-28 21:43:00,6644,In Transit
SH202503,B100294,RC106,2023-10-06 05:45:00,3128,Delivered
SH202504,B102245,RC101,2024-04-01 18:46:00,6381,Delivered
SH202505,B101734,RC100,2025-03-02 23:31:00,3323,Delivered
SH202506,B101597,RC122,2023-05-30 15:32:00,1089,Delivered
SH202507,B102135,RC119,2023-03-19 02:00:00,3829,Delivered
SH202508,B102116,RC119,2025-04-10 08:13:00,3737,Delivered
SH202509,B102078,RC124,2024-08-31 14:02:00,5976,Delivered
SH202510,B100418,RC119,2025-05-10 15:43:00,1102,Delivered
SH202511,B100987,RC116,2025-01-08 01:46:00,1181,Delivered
SH202512,B100692,RC115,2025-03-01 07:26:00,1290,In Transit
SH202513,B100187,RC105,2025-01-07 22:12:00,5786,In Transit
SH202514,B102716,RC105,2025-03-30 05:24:00,824,Delivered
SH202515,B100496,RC105,2024-01-28 18:49:00,4760,In Transit
SH202516,B101707,RC121,2023-07-22 23:54:00,5470,Delivered
SH202517,B102169,RC104,2023-09-03 18:59:00,2812,Delivered
SH202518,B100117,RC110,2024-11-26 04:23:00,2578,Delivered
SH202519,B102020,RC111,2024-10-16 05:29:00,5182,Delivered
SH202520,B102921,RC104,2024-07-28 06:09:00,4807,Delivered
SH202521,B102466,RC118,2024-10-23 11:55:00,4723,Delivered
SH202522,B101048,RC112,2024-12-21 12:39:00,6880,Delivered
SH202523,B100513,RC120,2025-02-15 15:07:00,5199,Delivered
SH202524,B101742,RC102,2023-02-19 07:52:00,5415,Delivered
SH202525,B101763,RC103,2024-08-24 15:15:00,4977,Delivered
SH202526,B101974,RC111,2025-03-08 09:24:00,7965,Delivered
SH202527,B102340,RC109,2024-07-31 05:36:00,525,Delivered
SH202528,B102030,RC115,2024-10-23 02:17:00,3486,Delivered
SH202529,B101842,RC109,2023-02-05 12:24:00,7289,Delivered
SH202530,B101295,RC123,2024-11-08 08:33:00,7265,Delivered
SH202531,B102117,RC113,2024-10-13 07:05:00,4779,Delivered
SH202532,B102442,RC112,2024-01-23 06:52:00,1423,Delivered
SH202533,B100049,RC111,2024-11-09 04:01:00,503,Delivered
SH202534,B102975,RC102,2024-05-15 01:43:00,2411,Delivered
SH202535,B100524,RC112,2024-11-22 03:16:00,863,Delivered
SH202536,B102860,RC103,2024-04-03 09:15:00,1957,Delivered
SH202537,B102554,RC103,2023-11-03 12:37:00,741,Delivered
SH202538,B101338,RC100,2024-06-01 08:38:00,7221,Delivered
SH202539,B102512,RC105,2025-05-10 01:51:00,4042,Delivered
SH202540,B100106,RC107,2025-06-17 22:03:00,6721,Delivered
SH202541,B101664,RC112,2023-07-11 04:37:00,6327,Delivered
SH202542,B100354,RC111,2023-06-23 11:05:00,6841,Delivered
SH202543,B100819,RC104,2024-08-26 16:03:00,4409,Delivered
SH202544,B101911,RC108,2025-01-22 02:13:00,3799,Delivered
SH202545,B102798,RC105,2025-02-25 23:42:00,661,Delivered
SH202546,B102076,RC118,2024-11-12 19:44:00,6843,Delayed
SH202547,B101957,RC111,2024-03-29 04:54:00,7014,In Transit
SH202548,B102320,RC103,2023-02-14 05:57:00,1115,In Transit
SH202549,B100905,RC122,2024-02-14 17:37:00,4435,In Transit
SH202550,B102248,RC112,2024-06-19 07:19:00,541,Delivered
SH202551,B102529,RC111,2024-07-06 16:05:00,1760,Delivered
SH202552,B102447,RC120,2023-06-17 03:25:00,5721,Delivered
SH202553,B100885,RC121,2025-06-11 15:56:00,3972,Delivered
SH202554,B101990,RC111,2023-11-24 09:59:00,5554,Delivered
SH202555,B100357,RC106,2024-01-03 11:32:00,7422,Delivered
SH202556,B102227,RC112,2023-04-16 22:34:00,4327,Delivered
SH202557,B101987,RC100,2024-01-02 19:12:00,5380,Delivered
SH202558,B101270,RC123,2023-06-12 18:58:00,7869,Delayed
SH202559,B101964,RC109,2023-02-02 05:43:00,7735,Delivered
SH202560,B102522,RC111,2023-09-07 14:02:00,1044,Delivered
SH202561,B102297,RC111,2023-03-12 11:54:00,6012,Delivered
SH202562,B101205,RC112,2023-07-27 11:09:00,1784,Delivered
SH202563,B102442,RC119,2023-03-01 22:21:00,5146,Delivered
SH202564,B102071,RC124,2023-12-16 13:39:00,734,Delivered
SH202565,B101801,RC114,2023-12-20 07:04:00,5618,Delivered
SH202566,B101397,RC110,2024-09-16 19:33:00,6067,Delivered
SH202567,B100362,RC111,2024-08-07 04:48:00,5814,Delivered
SH202568,B100213,RC109,2023-06-28 06:49:00,3688,Delivered
SH202569,B102827,RC122,2024-09-25 05:53:00,4379,Delivered
SH202570,B102798,RC109,2024-01-29 21:22:00,3780,In Transit
SH202571,B101179,RC124,2023-01-01 01:53:00,1013,Delivered
SH202572,B100579,RC109,2023-11-07 23:43:00,4582,Delivered
SH202573,B102949,RC105,2023-04-01 10:18:00,6980,Delivered
SH202574,B101198,RC117,2025-01-29 12:37:00,3839,Delivered
SH202575,B101232,RC123,2024-08-26 19:42:00,7179,Delivered
SH202576,B102246,RC101,2024-08-10 19:00:00,7520,Delivered
SH202577,B100683,RC115,2024-05-10 12:23:00,796,Delivered
SH202578,B100098,RC108,2023-12-10 19:13:00,1363,Delivered
SH202579,B100013,RC107,2024-06-01 00:33:00,2963,Delivered
SH202580,B102212,RC104,2024-04-19 01:12:00,3554,Delivered
SH202581,B102941,RC123,2023-06-16 16:55:00,7688,Returned
SH202582,B102043,RC100,2025-03-08 08:59:00,2393,Delivered
SH202583,B100889,RC110,2024-12-04 14:19:00,7671,Delivered
SH202584,B102034,RC124,2023-03-03 08:15:00,4048,Delivered
SH202585,B102983,RC117,2023-09-03 14:46:00,2607,Delivered
SH202586,B100501,RC124,2023-01-18 00:26:00,1973,Delivered
SH202587,B100076,RC122,2025-04-26 13:53:00,2248,Delivered
SH202588,B101039,RC105,2024-06-01 23:00:00,3213,Delivered
SH202589,B100975,RC105,2025-02-08 00:20:00,4883,Delivered
SH202590,B100272,RC113,2023-09-25 02:29:00,3581,Delivered
SH202591,B102012,RC111,2024-03-14 23:26:00,865,Delivered
SH202592,B102998,RC119,2024-10-03 22:35:00,5705,Delivered
SH202593,B101637,RC105,2023-12-29 19:05:00,4938,Delayed
SH202594,B101127,RC116,2024-01-07 11:54:00,2220,Returned
SH202595,B100466,RC109,2024-01-15 09:16:00,2926,Delayed
SH202596,B102609,RC107,2024-05-25 19:47:00,4755,Delivered
SH202597,B101283,RC122,2023-01-05 20:19:00,5374,Delivered
SH202598,B100447,RC124,2024-03-31 04:33:00,1484,Delivered
SH202599,B101151,RC115,2024-03-11 16:03:00,1395,Delivered
SH202600,B101823,RC108,2024-02-02 08:38:00,5761,Delivered
SH202601,B100129,RC118,2024-04-15 03:42:00,3531,Delivered
SH202602,B102195,RC110,2023-02-16 17:53:00,5235,Delivered
SH202603,B101555,RC122,2024-09-06 08:50:00,7810,Delivered
SH202604,B100606,RC109,2025-03-06 04:35:00,3275,Delivered
SH202605,B100086,RC100,2024-04-27 05:51:00,5591,Returned
SH202606,B102538,RC119,2025-05-16 10:06:00,6953,Delivered
SH202607,B100359,RC114,2023-05-13 20:02:00,7615,Delivered
SH202608,B101109,RC117,2024-09-15 11:49:00,1200,In Transit
SH202609,B101130,RC102,2023-09-09 16:13:00,834,Delivered
SH202610,B101394,RC114,2025-05-24 22:50:00,543,Delivered
SH202611,B100673,RC100,2023-01-15 14:10:00,1459,In Transit
SH202612,B102137,RC106,2024-12-10 04:48:00,5700,Delayed
SH202613,B102467,RC123,2023-11-23 10:13:00,2077,Delivered
SH202614,B102863,RC114,2024-02-05 20:33:00,3759,Delivered
SH202615,B100760,RC116,2024-12-21 23:38:00,2730,Delivered
SH202616,B100559,RC124,2024-02-25 15:09:00,6475,In Transit
SH202617,B102965,RC102,2024-09-23 01:50:00,4355,Delayed
SH202618,B101344,RC120,2024-10-05 18:57:00,5298,Delivered
SH202619,B102600,RC114,2023-05-26 17:48:00,5928,Delivered
SH202620,B102277,RC123,2024-03-18 20:15:00,6524,Delivered
SH202621,B101088,RC111,2025-02-14 11:35:00,1583,In Transit
SH202622,B102878,RC103,2023-02-15 11:29:00,1948,Delivered
SH202623,B102954,RC114,2023-04-09 07:34:00,4629,Delivered
SH202624,B101753,RC124,2023-12-11 09:17:00,2718,Delivered
SH202625,B102099,RC118,2023-08-09 10:05:00,7714,Delivered
SH202626,B100168,RC100,2024-04-13 05:16:00,3401,Delivered
SH202627,B100028,RC120,2023-10-08 00:12:00,4619,Delivered
SH202628,B100485,RC102,2024-07-31 07:46:00,7750,Delivered
SH202629,B102470,RC118,2023-08-18 10:53:00,1682,Delivered
SH202630,B102282,RC105,2025-04-05 16:17:00,6721,Delivered
SH202631,B102469,RC121,2023-06-19 06:08:00,7759,In Transit
SH202632,B101067,RC119,2024-08-05 06:27:00,3581,Delivered
SH202633,B102624,RC122,2023-06-07 20:45:00,6343,Delivered
SH202634,B100971,RC124,2025-04-04 17:59:00,5666,Delivered
SH202635,B102813,RC107,2024-08-26 10:09:00,1704,Delivered
SH202636,B102418,RC122,2025-05-02 16:49:00,4807,Delivered
SH202637,B100757,RC123,2025-05-18 02:11:00,1401,Delivered
SH202638,B100022,RC115,2024-05-22 08:02:00,4888,Delivered
SH202639,B100507,RC105,2023-07-09 05:22:00,5121,Delivered
SH202640,B102665,RC115,2023-12-21 23:03:00,929,Delivered
SH202641,B100989,RC119,2023-04-19 06:56:00,3500,Delivered
SH202642,B101057,RC105,2025-04-08 22:36:00,7407,Delivered
SH202643,B101536,RC113,2025-01-14 14:46:00,2163,Delivered
SH202644,B102489,RC117,2023-02-03 11:27:00,5073,Delivered
SH202645,B102589,RC111,2023-11-28 20:10:00,3980,In Transit
SH202646,B101712,RC118,2023-06-16 06:59:00,5965,Delivered
SH202647,B100318,RC111,2025-01-31 12:38:00,2759,Delivered
SH202648,B100750,RC113,2023-08-13 04:52:00,7901,Delivered
SH202649,B102818,RC114,2024-06-20 15:09:00,7956,Delivered
SH202650,B102426,RC109,2024-08-23 19:17:00,1186,Delivered
SH202651,B100546,RC118,2024-04-25 10:17:00,1998,Delivered
SH202652,B102910,RC108,2025-06-08 00:31:00,5046,Delivered
SH202653,B102223,RC103,2023-08-26 18:48:00,3496,Delivered
SH202654,B102129,RC105,2023-05-08 02:06:00,6262,Delivered
SH202655,B102992,RC101,2025-02-23 17:30:00,4584,Delivered
SH202656,B100562,RC117,2023-12-20 02:45:00,6050,Delivered
SH202657,B102677,RC120,2025-02-10 12:14:00,5975,Delivered
SH202658,B101502,RC114,2025-01-30 05:50:00,7282,Delivered
SH202659,B102952,RC112,2024-08-21 01:52:00,3634,Delivered
SH202660,B101260,RC124,2023-07-01 08:45:00,7417,Delivered
SH202661,B101627,RC111,2024-05-11 14:13:00,2945,Delivered
SH202662,B100034,RC107,2024-09-18 23:41:00,5022,Delivered
SH202663,B101414,RC101,2023-10-29 23:52:00,7986,Delivered
SH202664,B102864,RC109,2023-10-16 04:34:00,7340,Delayed
SH202665,B102838,RC100,2023-05-27 22:26:00,2632,Delivered
SH202666,B101317,RC116,2023-09-02 16:37:00,7414,Delayed
SH202667,B102381,RC108,2023-08-29 07:26:00,1065,Delivered
SH202668,B100699,RC101,2024-07-29 13:45:00,525,Delivered
SH202669,B100902,RC103,2025-03-10 08:04:00,2153,Delivered
SH202670,B101426,RC115,2024-05-22 18:39:00,2380,Delivered
SH202671,B101040,RC102,2024-01-11 12:03:00,820,Delivered
SH202672,B100951,RC123,2024-11-26 19:06:00,5147,Delivered
SH202673,B102405,RC115,2024-11-02 12:32:00,4613,Delivered
SH202674,B102417,RC123,2023-06-22 18:20:00,2800,Delivered
SH202675,B102171,RC116,2025-02-01 11:11:00,4344,Delivered
SH202676,B101169,RC104,2023-10-13 06:16:00,2169,Delivered
SH202677,B100107,RC119,2024-04-23 17:35:00,7886,Delivered
SH202678,B101716,RC105,2023-07-19 16:12:00,5574,Delivered
SH202679,B102513,RC107,2024-04-14 21:38:00,1479,Delivered
SH202680,B101332,RC116,2024-04-05 01:14:00,2875,Delivered
SH202681,B101586,RC113,2023-11-19 10:08:00,4069,Delivered
SH202682,B101602,RC118,2024-08-27 07:31:00,3255,Delivered
SH202683,B100346,RC108,2024-10-10 06:18:00,3934,Delivered
SH202684,B101734,RC123,2023-11-07 16:11:00,5163,Delivered
SH202685,B100735,RC116,2024-09-07 16:27:00,5042,Delivered
SH202686,B100190,RC122,2023-06-02 09:32:00,1239,Delivered
SH202687,B100805,RC122,2023-10-16 19:05:00,4782,Delivered
SH202688,B102717,RC116,2024-06-15 06:17:00,4778,Delivered
SH202689,B101966,RC117,2024-02-06 04:29:00,3976,Delivered
SH202690,B100254,RC114,2024-10-17 07:48:00,6589,Delivered
SH202691,B102865,RC111,2025-05-31 23:24:00,1594,Delayed
SH202692,B102765,RC121,2025-06-18 03:36:00,4804,Delivered
SH202693,B101125,RC117,2024-09-14 13:58:00,2635,Delivered
SH202694,B100844,RC124,2025-03-06 01:45:00,2362,Delivered
SH202695,B100875,RC120,2023-05-31 15:01:00,1555,Delivered
SH202696,B102739,RC114,2025-01-05 06:18:00,2424,In Transit
SH202697,B100281,RC113,2024-03-05 09:29:00,2263,Delivered
SH202698,B101671,RC113,2023-06-26 07:56:00,2275,Delivered
SH202699,B102038,RC120,2023-01-10 05:25:00,5282,Delivered
SH202700,B101822,RC121,2023-07-03 02:50:00,5532,Delivered
SH202701,B101639,RC107,2023-10-16 23:47:00,5305,Delivered
SH202702,B100270,RC104,2024-05-15 08:53:00,3632,Delivered
SH202703,B100473,RC119,2024-04-01 08:26:00,1637,Delivered
SH202704,B102982,RC114,2024-10-24 04:30:00,6909,Delivered
SH202705,B100139,RC115,2023-04-15 21:04:00,6232,Delivered
SH202706,B102125,RC104,2023-12-10 11:01:00,6740,Delivered
SH202707,B100626,RC106,2023-11-17 13:28:00,6051,Delayed
SH202708,B101007,RC117,2023-10-10 10:59:00,7418,Delivered
SH202709,B102309,RC123,2025-05-21 11:15:00,2223,Delivered
SH202710,B100376,RC105,2025-04-09 19:00:00,5248,Delivered
SH202711,B102137,RC101,2023-08-14 15:45:00,7627,Delivered
SH202712,B101544,RC113,2025-04-29 13:51:00,2992,Delivered
SH202713,B101898,RC106,2025-05-31 21:37:00,1203,Delivered
SH202714,B101876,RC124,2023-01-03 15:17:00,1349,Returned
SH202715,B100909,RC109,2024-03-23 20:49:00,7083,Delivered
SH202716,B100296,RC117,2024-02-23 07:02:00,5331,Delivered
SH202717,B101503,RC101,2024-06-27 22:57:00,6872,Delivered
SH202718,B100889,RC102,2023-03-25 01:39:00,6555,Delivered
SH202719,B101771,RC118,2023-03-27 00:36:00,1275,Delivered
SH202720,B100798,RC104,2023-03-18 17:06:00,5896,Delayed
SH202721,B101854,RC111,2024-04-13 03:42:00,5639,Delivered
SH202722,B102991,RC124,2024-04-28 03:29:00,1796,Delivered
SH202723,B101209,RC109,2024-02-07 11:44:00,631,Delivered
SH202724,B101265,RC122,2025-06-07 14:07:00,2516,Delivered
SH202725,B100198,RC100,2024-02-15 15:24:00,573,Delivered
SH202726,B101235,RC115,2023-03-17 17:42:00,2444,Delivered
SH202727,B101654,RC119,2024-02-03 00:38:00,2607,Delivered
SH202728,B100344,RC109,2023-12-26 15:50:00,5114,Delivered
SH202729,B100781,RC117,2023-03-21 15:58:00,5638,Delivered
SH202730,B102751,RC116,2024-06-17 13:49:00,1203,Delivered
SH202731,B102919,RC112,2023-06-24 15:26:00,979,In Transit
SH202732,B102836,RC102,2024-10-25 22:32:00,4579,Delivered
SH202733,B102389,RC113,2024-03-20 07:37:00,7157,Delivered
SH202734,B101845,RC115,2024-11-29 11:12:00,2523,Delivered
SH202735,B100338,RC106,2023-11-23 20:56:00,696,Delivered
SH202736,B100044,RC114,2024-08-11 17:24:00,4160,Delivered
SH202737,B102743,RC111,2024-06-07 05:38:00,4372,Delivered
SH202738,B102070,RC114,2023-07-19 10:34:00,3741,Delivered
SH202739,B100620,RC117,2023-02-17 23:56:00,4732,Delivered
SH202740,B102562,RC115,2023-03-20 09:45:00,6500,Delivered
SH202741,B101821,RC119,2025-05-21 17:31:00,798,Delivered
SH202742,B101829,RC101,2023-07-24 17:03:00,1356,Delivered
SH202743,B101979,RC115,2025-06-14 20:22:00,7406,Delivered
SH202744,B102261,RC108,2024-04-12 03:27:00,4654,Delivered
SH202745,B101047,RC121,2023-01-12 05:07:00,7510,Delayed
SH202746,B100264,RC105,2023-11-28 08:05:00,4482,Delivered
SH202747,B100305,RC112,2025-04-03 09:31:00,987,Delivered
SH202748,B100361,RC105,2024-05-01 14:14:00,7914,Delivered
SH202749,B101265,RC114,2025-05-13 06:02:00,1440,Delivered
SH202750,B100969,RC109,2024-10-25 15:38:00,940,In Transit
SH202751,B100407,RC121,2023-09-24 07:50:00,1724,Delivered
SH202752,B100075,RC110,2023-01-31 16:42:00,3616,Delivered
SH202753,B100226,RC106,2024-04-17 12:42:00,1360,Delivered
SH202754,B100654,RC115,2023-07-11 13:27:00,7530,Delivered
SH202755,B100604,RC102,2023-02-25 20:19:00,1025,Delivered
SH202756,B101406,RC113,2023-12-02 06:19:00,1783,Delivered
SH202757,B100430,RC122,2024-12-28 11:40:00,5588,Delivered
SH202758,B102650,RC119,2024-05-21 14:37:00,1658,Delivered
SH202759,B100659,RC122,2024-06-11 05:21:00,7367,Delivered
SH202760,B101564,RC108,2023-12-19 05:06:00,1756,Delivered
SH202761,B102526,RC100,2024-01-13 14:10:00,3423,Delayed
SH202762,B100434,RC110,2023-09-08 13:23:00,4992,Delivered
SH202763,B100512,RC122,2024-10-21 02:27:00,4590,Returned
SH202764,B100139,RC122,2024-10-20 05:12:00,7480,Delivered
SH202765,B100723,RC113,2024-05-23 12:33:00,4654,Delivered
SH202766,B102271,RC112,2023-02-17 18:55:00,3894,In Transit
SH202767,B102950,RC118,2024-09-13 02:07:00,4551,Delivered
SH202768,B100726,RC116,2023-04-24 14:03:00,645,Delivered
SH202769,B102571,RC107,2024-06-20 20:08:00,2777,Delivered
SH202770,B102360,RC113,2023-02-08 03:11:00,3045,Delayed
SH202771,B100591,RC104,2023-12-24 14:26:00,6838,Delivered
SH202772,B100979,RC116,2023-10-19 22:10:00,2392,In Transit
SH202773,B101060,RC112,2023-03-13 19:17:00,5750,Delivered
SH202774,B102136,RC103,2023-06-24 16:40:00,5583,Delivered
SH202775,B101361,RC107,2023-08-17 10:07:00,3467,Delayed
SH202776,B101899,RC111,2024-08-27 13:41:00,5272,Delivered
SH202777,B101704,RC108,2023-08-19 15:16:00,2599,Delivered
SH202778,B100489,RC111,2025-04-22 05:31:00,7405,Delivered
SH202779,B102458,RC112,2023-12-25 11:05:00,4954,Delivered
SH202780,B102568,RC108,2024-02-16 22:11:00,6191,Delayed
SH202781,B101037,RC118,2024-05-23 05:00:00,6537,Delivered
SH202782,B102317,RC105,2025-04-13 20:38:00,7024,In Transit
SH202783,B101860,RC113,2024-11-02 19:42:00,794,Delivered
SH202784,B101874,RC118,2023-01-05 05:19:00,3589,In Transit
SH202785,B102544,RC116,2025-03-03 02:28:00,6243,Delivered
SH202786,B101661,RC124,2025-05-20 20:13:00,6497,Delivered
SH202787,B101100,RC113,2023-11-06 13:29:00,3501,Delivered
SH202788,B100954,RC110,2024-11-27 00:18:00,7313,Delivered
SH202789,B101321,RC105,2024-05-21 05:43:00,3843,Delivered
SH202790,B100474,RC103,2024-05-16 15:35:00,6074,Delivered
SH202791,B100625,RC120,2023-06-26 06:10:00,7955,Delivered
SH202792,B101995,RC116,2023-01-23 01:41:00,5465,Delivered
SH202793,B100403,RC104,2025-06-09 06:21:00,7587,Delayed
SH202794,B101444,RC124,2024-11-27 20:44:00,1099,Delivered
