batch_id,plant_id,line_id,sku_id,production_start,planned_qty_units,actual_qty_units,defect_units,batch_status
B101485,P04,L012,SKU512,2023-10-03 08:22:00,3091,3075,45,Completed
B101486,P01,L018,SKU512,2025-03-23 04:13:00,15736,14919,147,Completed
B101487,P01,L009,SKU507,2023-08-24 04:02:00,2152,2190,55,Scrapped
B101488,P01,L022,SKU500,2025-06-07 02:39:00,19274,17793,277,Scrapped
B101489,P03,L013,SKU501,2024-02-19 16:26:00,3707,3553,358,Completed
B101490,P02,L007,SKU501,2025-02-14 15:13:00,8448,8517,279,Completed
B101491,P02,L007,SKU510,2024-08-10 18:10:00,3771,3537,157,Completed
B101492,P01,L023,SKU503,2023-02-09 12:58:00,8603,8036,255,Completed
B101493,P02,L009,SKU503,2024-04-03 10:49:00,12996,12431,1995,Scrapped
B101494,P02,L010,SKU512,2024-01-11 05:43:00,3574,3441,65,Completed
B101495,P02,L021,SKU513,2023-07-01 07:27:00,11465,11617,732,Completed
B101496,P03,L011,SKU511,2024-05-09 23:43:00,15893,15950,744,Completed
B101497,P04,L013,SKU504,2023-04-03 15:29:00,10198,9855,243,Completed
B101498,P02,L008,SKU508,2024-09-20 11:16:00,4024,4093,135,Completed
B101499,P04,L012,SKU503,2025-01-09 16:24:00,14454,14226,1125,Completed
B101500,P03,L023,SKU512,2023-03-25 06:59:00,5356,5395,171,Reworked
B101501,P02,L018,SKU501,2024-03-07 08:58:00,2302,2174,152,Completed
B101502,P01,L032,SKU511,2024-08-12 14:41:00,9862,9555,22,Completed
B101503,P02,L025,SKU507,2023-02-25 22:12:00,6877,6347,43,Completed
B101504,P03,L001,SKU511,2023-12-17 09:28:00,2512,2313,100,Completed
B101505,P01,L013,SKU506,2023-08-21 07:25:00,15993,15841,421,Scrapped
B101506,P04,L010,SKU502,2023-02-05 07:57:00,12795,11922,54,Reworked
B101507,P02,L019,SKU511,2024-12-24 15:07:00,18379,17915,1017,Scrapped
B101508,P04,L009,SKU509,2024-02-05 04:54:00,10646,10535,194,Completed
B101509,P03,L031,SKU506,2024-11-07 13:17:00,9890,9130,173,Reworked
B101510,P02,L010,SKU505,2024-06-12 08:49:00,17167,16563,582,Scrapped
B101511,P01,L017,SKU505,2025-02-27 05:38:00,3466,3425,7,Reworked
B101512,P03,L004,SKU507,2025-06-16 07:19:00,8510,8586,370,Reworked
B101513,P02,L030,SKU503,2024-06-25 21:05:00,16377,15556,106,Completed
B101514,P01,L030,SKU504,2023-11-13 22:51:00,7265,7391,148,Reworked
B101515,P04,L026,SKU504,2024-01-16 14:46:00,17933,18012,1273,Scrapped
B101516,P02,L012,SKU500,2025-01-12 20:45:00,7112,7005,344,Completed
B101517,P01,L002,SKU513,2024-01-19 23:18:00,9445,9059,206,Completed
B101518,P02,L023,SKU503,2024-04-12 18:21:00,18152,17990,675,Completed
B101519,P02,L014,SKU502,2023-06-24 14:24:00,6380,6390,172,Completed
B101520,P04,L032,SKU502,2025-06-10 01:24:00,19426,18461,1244,Completed
B101521,P03,L023,SKU514,2024-08-08 17:15:00,2791,2844,48,Completed
B101522,P01,L018,SKU507,2023-10-25 04:30:00,6784,6857,293,Completed
B101523,P01,L032,SKU504,2024-06-10 13:29:00,12639,12241,902,Completed
B101524,P03,L026,SKU506,2023-12-28 00:35:00,12694,12596,355,Completed
B101525,P01,L015,SKU501,2023-05-20 09:04:00,18377,17869,541,Completed
B101526,P02,L001,SKU504,2025-02-26 06:33:00,19276,19200,309,Reworked
B101527,P01,L003,SKU503,2025-03-08 02:19:00,14201,14239,512,Completed
B101528,P01,L015,SKU512,2025-01-21 09:42:00,13875,12797,590,Completed
B101529,P04,L018,SKU500,2023-11-28 14:54:00,7710,7154,138,Completed
B101530,P01,L001,SKU506,2023-08-19 18:16:00,16501,15736,1224,Completed
B101531,P01,L005,SKU511,2023-02-14 18:21:00,13571,13730,687,Completed
B101532,P04,L023,SKU512,2024-10-20 09:13:00,2433,2335,110,Completed
B101533,P01,L025,SKU507,2023-10-23 02:13:00,16977,17125,828,Completed
B101534,P04,L001,SKU503,2025-03-13 23:57:00,8473,8186,18,Completed
B101535,P01,L017,SKU505,2025-02-21 20:54:00,10564,10024,173,Completed
B101536,P01,L003,SKU503,2023-04-26 08:41:00,10749,10857,270,Reworked
B101537,P01,L024,SKU509,2025-04-05 06:15:00,16755,16354,208,Completed
B101538,P03,L027,SKU504,2023-05-07 06:13:00,6822,6522,353,Completed
B101539,P03,L028,SKU509,2024-03-17 08:36:00,9054,8369,439,Completed
B101540,P02,L020,SKU509,2024-03-02 12:53:00,2704,2517,53,Scrapped
B101541,P01,L021,SKU514,2025-05-10 16:56:00,8273,7726,320,Completed
B101542,P01,L030,SKU505,2024-08-14 13:51:00,3590,3433,50,Completed
B101543,P03,L020,SKU514,2025-02-26 17:13:00,12493,12252,1395,Completed
B101544,P01,L015,SKU506,2024-06-20 05:18:00,18077,17186,1236,Completed
B101545,P03,L025,SKU510,2025-01-12 16:59:00,10364,9602,207,Reworked
B101546,P03,L019,SKU509,2025-02-05 21:47:00,18417,17431,258,Completed
B101547,P04,L027,SKU512,2025-02-12 17:44:00,19588,18821,919,Reworked
B101548,P02,L017,SKU507,2024-01-06 10:56:00,2968,3025,76,Completed
B101549,P01,L028,SKU511,2023-12-10 16:30:00,11295,10835,96,Completed
B101550,P02,L002,SKU505,2025-06-05 08:08:00,11509,10690,191,Scrapped
B101551,P04,L002,SKU507,2024-11-11 19:43:00,8933,8737,68,Completed
B101552,P03,L004,SKU507,2025-04-05 13:46:00,16948,17150,692,Completed
B101553,P03,L018,SKU510,2024-06-03 14:31:00,9108,9095,46,Scrapped
B101554,P02,L023,SKU509,2025-04-16 02:55:00,2993,3003,257,Reworked
B101555,P01,L007,SKU501,2024-10-09 17:10:00,11862,12014,363,Completed
B101556,P04,L005,SKU512,2024-10-30 07:24:00,5634,5541,182,Scrapped
B101557,P04,L028,SKU511,2023-06-10 00:10:00,8388,8551,592,Completed
B101558,P04,L025,SKU501,2024-05-25 04:43:00,11034,10188,429,Completed
B101559,P04,L021,SKU514,2024-10-20 06:06:00,15012,15064,947,Completed
B101560,P02,L016,SKU509,2024-11-15 21:35:00,7006,7045,28,Completed
B101561,P02,L014,SKU501,2025-05-11 19:59:00,8851,8954,278,Scrapped
B101562,P01,L001,SKU507,2023-10-22 06:00:00,3222,3118,335,Completed
B101563,P04,L007,SKU512,2023-09-30 09:31:00,8914,8903,106,Completed
B101564,P03,L029,SKU504,2025-05-22 12:45:00,12444,11691,98,Completed
B101565,P02,L011,SKU513,2025-06-06 13:05:00,13105,12847,715,Scrapped
B101566,P04,L023,SKU506,2023-06-11 21:25:00,7278,6956,145,Completed
B101567,P03,L023,SKU503,2023-12-07 12:55:00,3095,3031,239,Reworked
B101568,P04,L010,SKU505,2025-05-03 06:44:00,12391,12236,131,Completed
B101569,P04,L007,SKU507,2023-06-29 18:01:00,13796,13171,97,Completed
B101570,P01,L023,SKU510,2024-12-05 20:21:00,3533,3326,13,Completed
B101571,P02,L003,SKU513,2023-04-12 01:22:00,11089,10558,281,Completed
B101572,P03,L016,SKU502,2023-06-10 11:31:00,3711,3660,38,Completed
B101573,P04,L029,SKU514,2024-12-07 11:10:00,10154,10028,306,Completed
B101574,P01,L023,SKU507,2024-06-30 17:17:00,13535,13455,530,Completed
B101575,P02,L025,SKU501,2024-05-14 08:13:00,14946,13939,660,Completed
B101576,P03,L003,SKU513,2025-02-09 22:16:00,14848,14875,554,Completed
B101577,P04,L007,SKU505,2023-10-04 10:02:00,15648,15472,376,Completed
B101578,P01,L009,SKU509,2024-03-28 23:12:00,6342,5853,146,Completed
B101579,P03,L010,SKU510,2024-07-01 14:31:00,17232,16431,990,Completed
B101580,P02,L007,SKU500,2024-10-27 21:09:00,8294,8017,685,Reworked
B101581,P01,L032,SKU503,2023-10-26 21:23:00,8746,8361,601,Reworked
B101582,P03,L006,SKU510,2024-07-24 06:30:00,16176,15071,245,Scrapped
B101583,P02,L023,SKU504,2024-02-08 12:31:00,7886,7418,187,Reworked
B101584,P03,L019,SKU500,2024-05-02 18:17:00,3347,3087,66,Completed
B101585,P02,L020,SKU500,2025-02-15 09:32:00,14858,13807,171,Scrapped
B101586,P04,L007,SKU512,2023-12-21 06:55:00,13917,13174,214,Scrapped
B101587,P01,L010,SKU502,2024-08-24 08:23:00,12472,12496,787,Completed
B101588,P04,L020,SKU501,2025-04-27 19:01:00,4579,4453,117,Completed
B101589,P01,L010,SKU508,2024-11-17 03:52:00,13372,12869,338,Scrapped
B101590,P03,L023,SKU501,2025-06-08 20:25:00,5571,5494,421,Scrapped
B101591,P02,L002,SKU509,2024-06-09 03:27:00,11999,11688,194,Scrapped
B101592,P02,L003,SKU508,2023-09-11 18:09:00,11142,10397,300,Completed
B101593,P01,L024,SKU509,2025-06-11 06:11:00,15908,14989,281,Scrapped
B101594,P03,L020,SKU507,2024-08-03 02:51:00,19578,18447,278,Reworked
B101595,P01,L002,SKU511,2023-08-06 06:27:00,5420,5311,105,Reworked
B101596,P03,L029,SKU509,2023-10-13 11:17:00,4064,3926,48,Reworked
B101597,P03,L001,SKU506,2023-08-25 01:29:00,12002,11507,99,Completed
B101598,P04,L031,SKU500,2025-01-20 05:55:00,19135,18669,801,Reworked
B101599,P03,L024,SKU504,2023-03-25 07:16:00,4845,4927,80,Scrapped
B101600,P02,L032,SKU501,2024-10-27 21:58:00,10772,10248,880,Scrapped
B101601,P03,L031,SKU500,2024-05-13 14:49:00,9330,9068,307,Completed
B101602,P04,L011,SKU504,2023-03-08 03:00:00,7724,7477,263,Completed
B101603,P02,L025,SKU503,2024-07-06 00:33:00,13951,13834,151,Reworked
B101604,P01,L007,SKU501,2024-11-08 20:04:00,7318,7266,250,Completed
B101605,P04,L016,SKU504,2024-10-15 08:46:00,10875,10797,405,Completed
B101606,P01,L008,SKU507,2024-04-20 15:54:00,17217,16186,1816,Completed
B101607,P03,L016,SKU502,2023-10-29 21:37:00,8832,8522,558,Completed
B101608,P01,L028,SKU504,2023-05-28 11:01:00,2379,2381,291,Completed
B101609,P01,L014,SKU500,2023-01-12 00:44:00,17929,17178,398,Completed
B101610,P04,L003,SKU500,2023-11-20 14:21:00,6941,7068,498,Completed
B101611,P01,L011,SKU502,2024-07-23 00:09:00,15910,15217,589,Completed
B101612,P03,L026,SKU506,2023-02-03 21:22:00,15730,15254,702,Completed
B101613,P03,L017,SKU509,2025-06-17 19:49:00,11473,11099,32,Completed
B101614,P01,L018,SKU511,2024-06-11 08:32:00,3580,3448,165,Completed
B101615,P01,L014,SKU509,2023-09-23 02:15:00,19100,19187,301,Scrapped
B101616,P04,L010,SKU509,2025-05-15 21:30:00,14255,13335,119,Completed
B101617,P03,L020,SKU514,2023-06-15 12:59:00,9638,9414,85,Completed
B101618,P01,L021,SKU503,2025-05-11 20:07:00,17370,17054,164,Scrapped
B101619,P04,L029,SKU511,2023-09-11 14:09:00,16185,16267,1234,Completed
B101620,P02,L020,SKU514,2023-12-08 18:11:00,15685,15385,1542,Reworked
B101621,P01,L032,SKU508,2024-01-18 20:58:00,5022,5102,167,Completed
B101622,P04,L027,SKU512,2025-06-14 08:28:00,13391,13487,299,Scrapped
B101623,P01,L003,SKU502,2023-08-14 19:43:00,7144,6821,237,Completed
B101624,P03,L013,SKU513,2025-05-25 14:01:00,3412,3432,47,Completed
B101625,P04,L013,SKU508,2023-11-09 06:20:00,8085,8213,266,Completed
B101626,P03,L001,SKU503,2023-09-14 15:58:00,3872,3661,128,Completed
B101627,P03,L006,SKU500,2024-07-28 09:15:00,3904,3829,317,Reworked
B101628,P02,L025,SKU510,2024-09-16 08:58:00,15086,14304,545,Reworked
B101629,P01,L012,SKU506,2023-11-07 12:36:00,11032,10866,184,Scrapped
B101630,P03,L005,SKU504,2023-05-01 15:50:00,9161,8513,571,Reworked
B101631,P04,L010,SKU505,2023-12-23 10:52:00,5460,5424,268,Completed
B101632,P01,L009,SKU514,2024-05-01 09:04:00,15877,15273,679,Completed
B101633,P04,L006,SKU506,2023-02-06 00:40:00,13415,13129,806,Completed
B101634,P02,L004,SKU501,2023-03-12 18:53:00,12540,11569,113,Scrapped
B101635,P03,L025,SKU504,2025-04-06 03:33:00,5421,5364,198,Reworked
B101636,P01,L027,SKU502,2023-02-02 06:39:00,4223,4094,388,Reworked
B101637,P03,L016,SKU510,2024-01-02 04:44:00,4223,4149,101,Completed
B101638,P01,L020,SKU512,2024-11-18 12:05:00,2450,2331,125,Completed
B101639,P02,L030,SKU512,2023-10-23 07:53:00,19443,18171,408,Reworked
B101640,P03,L027,SKU509,2024-03-21 07:05:00,8619,8304,555,Scrapped
B101641,P01,L002,SKU511,2023-03-19 20:03:00,13848,14047,548,Completed
B101642,P02,L031,SKU506,2024-12-15 23:51:00,19680,18553,571,Completed
B101643,P03,L003,SKU509,2024-07-24 18:21:00,18856,18621,316,Scrapped
B101644,P01,L001,SKU501,2025-02-05 11:43:00,7770,7187,30,Scrapped
B101645,P02,L013,SKU508,2025-02-16 10:37:00,10817,10728,723,Completed
B101646,P02,L024,SKU508,2023-11-12 17:23:00,10334,9753,42,Completed
B101647,P03,L003,SKU500,2023-02-07 00:54:00,2601,2510,115,Scrapped
B101648,P04,L010,SKU508,2023-11-08 17:09:00,15829,15144,290,Scrapped
B101649,P04,L009,SKU510,2023-05-11 17:53:00,12338,11490,251,Scrapped
B101650,P01,L013,SKU505,2024-04-24 23:12:00,8686,8291,371,Scrapped
B101651,P01,L032,SKU508,2023-05-12 18:01:00,12049,11506,227,Completed
B101652,P01,L011,SKU504,2025-04-09 17:04:00,15238,14814,25,Completed
B101653,P03,L007,SKU504,2024-06-26 01:08:00,2269,2308,78,Completed
B101654,P01,L004,SKU501,2023-08-16 17:31:00,13628,13178,591,Reworked
B101655,P01,L007,SKU504,2025-04-09 02:34:00,17502,17702,530,Completed
B101656,P04,L005,SKU512,2024-11-23 17:15:00,15075,14564,496,Completed
B101657,P04,L019,SKU514,2024-01-29 23:47:00,13159,12247,99,Completed
B101658,P04,L014,SKU509,2023-05-12 20:33:00,3629,3422,149,Reworked
B101659,P02,L016,SKU509,2023-11-06 10:13:00,15404,14799,743,Scrapped
B101660,P03,L027,SKU509,2024-06-09 14:34:00,15512,14775,49,Scrapped
B101661,P03,L019,SKU507,2024-11-20 06:09:00,10890,10961,303,Completed
B101662,P01,L005,SKU506,2023-08-24 17:37:00,12487,12335,254,Completed
B101663,P03,L013,SKU509,2024-10-30 07:29:00,13131,12839,310,Completed
B101664,P03,L011,SKU511,2023-09-12 13:16:00,4180,4050,89,Reworked
B101665,P02,L027,SKU506,2023-08-11 01:55:00,6634,6366,235,Completed
B101666,P04,L010,SKU508,2024-02-07 07:35:00,16261,15955,252,Reworked
B101667,P03,L005,SKU507,2023-05-25 17:50:00,19527,18208,690,Completed
B101668,P03,L024,SKU504,2023-12-31 04:33:00,6861,6423,725,Reworked
B101669,P03,L014,SKU504,2023-11-19 00:41:00,9212,8754,293,Scrapped
B101670,P04,L004,SKU501,2023-09-10 00:54:00,18475,17313,250,Completed
B101671,P03,L023,SKU506,2024-11-29 01:01:00,4921,4860,116,Reworked
B101672,P02,L007,SKU510,2023-10-26 13:19:00,6701,6181,221,Completed
B101673,P04,L028,SKU510,2024-09-17 13:22:00,3006,2813,133,Reworked
B101674,P03,L027,SKU514,2024-10-10 06:14:00,6225,6288,62,Completed
B101675,P04,L012,SKU500,2024-08-22 06:26:00,13451,13716,172,Completed
B101676,P01,L018,SKU511,2023-08-31 09:30:00,8268,8009,297,Completed
B101677,P02,L019,SKU511,2025-01-16 11:39:00,19700,19099,2110,Reworked
B101678,P04,L021,SKU506,2023-08-01 21:30:00,18047,17998,529,Reworked
B101679,P03,L003,SKU504,2023-09-07 10:00:00,18124,16739,1926,Completed
B101680,P04,L011,SKU505,2025-02-26 11:45:00,15074,14511,225,Reworked
B101681,P01,L006,SKU510,2023-11-02 17:10:00,14637,13612,177,Completed
B101682,P01,L023,SKU512,2024-09-19 07:35:00,11174,10728,631,Completed
B101683,P04,L003,SKU509,2023-02-08 02:31:00,19830,20194,425,Completed
B101684,P02,L017,SKU507,2024-07-06 21:24:00,3716,3698,120,Completed
B101685,P03,L024,SKU509,2025-02-20 20:54:00,15010,15287,626,Scrapped
B101686,P02,L031,SKU501,2024-09-29 20:00:00,4524,4499,162,Reworked
B101687,P02,L010,SKU509,2024-06-08 04:28:00,8106,7950,531,Reworked
B101688,P04,L001,SKU500,2025-02-03 03:02:00,6601,6570,485,Reworked
B101689,P01,L024,SKU514,2023-09-26 07:26:00,12821,12640,1178,Reworked
B101690,P04,L001,SKU513,2023-12-06 02:27:00,16169,15625,185,Reworked
B101691,P04,L003,SKU507,2023-03-04 11:23:00,3435,3260,233,Completed
B101692,P03,L032,SKU505,2024-09-20 12:51:00,12829,12470,175,Scrapped
B101693,P02,L028,SKU510,2024-10-13 01:38:00,5990,5665,48,Completed
B101694,P01,L023,SKU509,2024-11-07 05:46:00,3385,3278,108,Reworked
B101695,P03,L027,SKU510,2024-11-04 20:43:00,9515,8892,110,Completed
B101696,P02,L003,SKU507,2023-04-25 15:29:00,12462,12169,609,Completed
B101697,P01,L003,SKU503,2024-08-22 13:27:00,5632,5319,712,Reworked
B101698,P02,L010,SKU501,2024-11-17 23:55:00,9016,8559,914,Completed
B101699,P04,L001,SKU504,2023-07-03 09:40:00,19163,18586,743,Reworked
B101700,P02,L029,SKU507,2024-03-04 19:58:00,8241,7715,437,Completed
B101701,P01,L002,SKU506,2025-04-01 21:28:00,19920,20243,434,Reworked
B101702,P03,L018,SKU507,2024-01-09 07:53:00,17015,16414,1229,Reworked
B101703,P01,L028,SKU504,2024-11-08 20:12:00,8676,8287,534,Completed
B101704,P04,L024,SKU514,2024-04-22 07:28:00,12382,11427,45,Reworked
B101705,P04,L008,SKU505,2024-08-14 23:32:00,14766,14829,213,Completed
B101706,P04,L016,SKU512,2024-07-17 20:31:00,10363,10182,261,Reworked
B101707,P04,L018,SKU505,2024-08-08 20:23:00,9339,8980,305,Completed
B101708,P01,L025,SKU506,2024-12-02 10:30:00,7935,7495,525,Completed
B101709,P01,L014,SKU509,2025-03-24 22:07:00,4511,4486,72,Reworked
B101710,P02,L010,SKU503,2023-09-24 02:23:00,2448,2483,25,Completed
B101711,P02,L026,SKU503,2025-04-15 11:26:00,8064,7725,702,Scrapped
B101712,P04,L029,SKU505,2024-07-19 01:49:00,16323,15237,105,Completed
B101713,P03,L016,SKU512,2024-06-20 01:46:00,6200,5771,91,Completed
B101714,P03,L001,SKU502,2023-10-22 22:57:00,5235,4819,84,Scrapped
B101715,P04,L017,SKU506,2024-01-11 00:03:00,7905,7860,371,Reworked
B101716,P03,L029,SKU510,2024-08-09 11:06:00,12780,13011,415,Reworked
B101717,P02,L032,SKU510,2023-11-24 08:39:00,5870,5983,138,Reworked
B101718,P02,L013,SKU506,2023-09-16 13:20:00,5967,5957,168,Reworked
B101719,P03,L005,SKU501,2025-01-07 04:06:00,4022,3765,160,Completed
B101720,P01,L019,SKU500,2024-01-09 21:15:00,7979,8120,345,Completed
B101721,P03,L027,SKU507,2024-08-03 03:28:00,5913,5633,365,Completed
B101722,P03,L031,SKU512,2023-01-29 01:41:00,16961,16169,199,Completed
B101723,P03,L002,SKU500,2023-03-11 12:56:00,18303,18096,1050,Completed
B101724,P03,L010,SKU513,2025-02-02 08:31:00,8669,8018,150,Reworked
B101725,P04,L016,SKU510,2023-05-08 23:13:00,3533,3542,83,Scrapped
B101726,P04,L004,SKU500,2024-12-17 05:19:00,3574,3644,72,Completed
B101727,P03,L029,SKU505,2025-03-21 04:00:00,7845,7825,375,Completed
B101728,P02,L004,SKU503,2024-03-09 06:09:00,10342,10323,220,Reworked
B101729,P01,L022,SKU514,2025-03-07 01:09:00,11512,11040,524,Completed
B101730,P04,L030,SKU508,2024-01-20 12:06:00,7474,6925,364,Reworked
B101731,P04,L022,SKU504,2025-05-06 15:34:00,8381,8374,425,Completed
B101732,P03,L025,SKU504,2023-08-02 09:41:00,7106,6961,298,Completed
B101733,P04,L009,SKU508,2024-01-21 01:34:00,11316,11439,255,Reworked
B101734,P04,L027,SKU500,2023-12-17 00:32:00,14544,13549,1337,Reworked
B101735,P04,L014,SKU503,2024-12-06 15:42:00,2781,2643,103,Completed
B101736,P03,L002,SKU502,2023-02-09 08:18:00,10616,10149,550,Completed
B101737,P01,L012,SKU509,2025-01-15 09:39:00,13674,13514,526,Scrapped
B101738,P01,L012,SKU510,2023-01-22 02:06:00,14105,14087,1388,Completed
B101739,P01,L017,SKU507,2023-10-12 03:03:00,12142,12337,244,Completed
B101740,P02,L009,SKU502,2024-06-20 11:04:00,11452,10874,832,Completed
B101741,P03,L015,SKU505,2023-05-11 19:17:00,14257,13820,891,Scrapped
B101742,P02,L014,SKU512,2024-03-17 02:31:00,8810,8130,113,Scrapped
B101743,P01,L011,SKU503,2025-06-16 07:46:00,12210,11542,335,Completed
B101744,P01,L023,SKU502,2025-01-10 21:18:00,7750,7419,65,Completed
B101745,P04,L010,SKU501,2023-01-28 04:44:00,9882,9678,225,Completed
B101746,P04,L025,SKU512,2024-06-16 14:03:00,4233,4093,183,Completed
B101747,P02,L009,SKU501,2024-06-21 14:27:00,8302,7940,162,Reworked
B101748,P04,L028,SKU508,2023-03-03 09:39:00,4557,4476,203,Completed
B101749,P03,L012,SKU514,2024-08-08 04:35:00,6075,6092,97,Completed
B101750,P04,L002,SKU509,2024-04-13 21:36:00,9550,9016,202,Scrapped
B101751,P04,L005,SKU506,2024-09-05 14:38:00,11001,10498,1122,Completed
B101752,P03,L026,SKU503,2023-09-25 18:02:00,18955,18774,245,Scrapped
B101753,P02,L028,SKU500,2023-08-19 01:33:00,2468,2462,28,Reworked
B101754,P03,L007,SKU502,2024-10-24 08:42:00,18174,18220,1754,Completed
B101755,P02,L020,SKU514,2024-10-11 10:06:00,7908,7440,367,Completed
B101756,P02,L019,SKU502,2023-05-26 13:06:00,15034,14642,130,Completed
B101757,P03,L005,SKU500,2023-07-14 18:13:00,14201,14343,136,Completed
B101758,P03,L015,SKU512,2024-06-11 17:22:00,19475,18680,7,Completed
B101759,P03,L023,SKU506,2025-01-16 03:13:00,3956,3809,77,Reworked
B101760,P02,L031,SKU505,2023-07-01 14:48:00,19409,19767,623,Completed
B101761,P02,L028,SKU510,2023-07-17 04:55:00,3132,2916,142,Reworked
B101762,P01,L004,SKU507,2024-12-28 00:00:00,17791,17623,548,Completed
B101763,P03,L008,SKU513,2024-09-19 00:51:00,13739,13807,367,Completed
B101764,P03,L014,SKU507,2025-03-23 01:22:00,10674,9981,274,Scrapped
B101765,P04,L005,SKU510,2024-12-06 01:43:00,9159,9080,73,Completed
B101766,P03,L019,SKU513,2025-05-07 22:48:00,3684,3562,157,Reworked
B101767,P02,L001,SKU506,2023-06-20 01:13:00,16432,16518,1376,Completed
B101768,P01,L004,SKU504,2023-09-02 17:51:00,15103,15265,241,Completed
B101769,P01,L002,SKU514,2023-08-03 04:30:00,18871,19007,666,Completed
B101770,P02,L010,SKU503,2023-02-19 21:23:00,15147,14032,1206,Scrapped
B101771,P02,L025,SKU500,2024-12-02 04:38:00,19226,19143,1611,Completed
B101772,P02,L006,SKU508,2024-08-18 13:53:00,17962,18180,475,Completed
B101773,P02,L032,SKU514,2023-03-19 09:34:00,9660,9487,59,Completed
B101774,P04,L009,SKU501,2023-06-28 07:40:00,14666,14373,730,Completed
B101775,P01,L002,SKU512,2023-06-21 16:26:00,6757,6246,269,Reworked
B101776,P02,L011,SKU512,2023-12-29 15:17:00,16314,16405,423,Reworked
B101777,P01,L024,SKU513,2024-02-14 23:28:00,12955,11978,450,Completed
B101778,P02,L004,SKU506,2023-09-18 02:13:00,9925,9442,42,Scrapped
B101779,P03,L003,SKU503,2025-04-17 03:55:00,13307,13474,811,Completed
B101780,P01,L028,SKU507,2023-07-11 11:46:00,6989,7093,77,Completed
B101781,P02,L019,SKU502,2024-05-20 16:33:00,13202,13455,238,Scrapped
B101782,P01,L011,SKU512,2024-01-30 04:23:00,10546,10204,429,Scrapped
B101783,P04,L025,SKU509,2023-12-15 21:50:00,7792,7306,819,Reworked
B101784,P03,L028,SKU507,2025-01-13 05:03:00,19559,18948,732,Completed
B101785,P01,L012,SKU507,2025-05-30 12:47:00,3147,2927,180,Reworked
B101786,P01,L018,SKU510,2023-01-06 06:54:00,15638,15751,479,Completed
B101787,P01,L001,SKU507,2024-02-22 08:09:00,5780,5641,185,Completed
B101788,P02,L010,SKU512,2023-04-18 05:46:00,6005,5767,22,Completed
B101789,P04,L020,SKU513,2024-01-26 08:40:00,4779,4434,115,Reworked
B101790,P03,L007,SKU514,2024-07-09 07:55:00,3843,3691,267,Completed
B101791,P04,L032,SKU509,2024-01-06 11:31:00,4230,4257,101,Scrapped
B101792,P02,L032,SKU511,2023-10-06 04:28:00,16988,16823,230,Scrapped
B101793,P02,L009,SKU504,2023-10-08 23:05:00,18673,17333,2180,Completed
B101794,P02,L013,SKU500,2023-09-27 21:07:00,12526,11724,414,Completed
B101795,P01,L007,SKU506,2023-10-21 03:00:00,2249,2157,101,Completed
B101796,P04,L017,SKU513,2023-12-03 14:06:00,17560,16333,382,Completed
B101797,P01,L004,SKU502,2024-09-11 01:16:00,12833,13005,193,Completed
B101798,P02,L013,SKU508,2023-03-28 09:41:00,11375,11206,261,Scrapped
B101799,P03,L018,SKU502,2023-02-06 18:02:00,19054,17710,457,Scrapped
B101800,P01,L020,SKU506,2024-04-10 01:40:00,9376,9364,390,Scrapped
B101801,P02,L020,SKU502,2024-09-05 15:14:00,8480,8114,23,Completed
B101802,P02,L008,SKU511,2023-08-21 20:17:00,16036,15145,465,Reworked
B101803,P02,L026,SKU512,2023-07-01 02:01:00,11487,11222,231,Completed
B101804,P01,L023,SKU511,2024-07-16 06:49:00,14903,13730,626,Completed
B101805,P01,L025,SKU510,2023-12-12 18:53:00,14524,14038,508,Completed
B101806,P01,L015,SKU503,2024-10-24 11:03:00,17109,17183,1597,Completed
B101807,P02,L029,SKU507,2023-05-12 21:14:00,7709,7807,164,Scrapped
B101808,P01,L013,SKU501,2023-04-20 00:01:00,3296,3145,60,Completed
B101809,P04,L026,SKU505,2024-05-12 11:25:00,10597,10430,886,Completed
B101810,P01,L007,SKU507,2023-12-20 05:44:00,13655,12872,376,Completed
B101811,P03,L008,SKU510,2024-10-18 09:58:00,16707,16306,718,Completed
B101812,P03,L017,SKU501,2024-03-31 12:20:00,6806,6434,43,Reworked
B101813,P02,L018,SKU512,2023-11-16 04:33:00,15416,15063,678,Scrapped
B101814,P04,L024,SKU506,2023-05-24 17:02:00,16979,15912,381,Completed
B101815,P01,L010,SKU513,2023-05-28 01:47:00,16552,16785,874,Completed
B101816,P01,L028,SKU507,2024-11-11 06:18:00,16545,16688,451,Completed
B101817,P02,L011,SKU508,2023-07-23 20:31:00,19772,18856,1090,Completed
B101818,P01,L018,SKU510,2024-03-28 04:51:00,13900,13867,105,Scrapped
B101819,P02,L030,SKU512,2025-01-06 07:14:00,8665,8054,123,Completed
B101820,P02,L018,SKU502,2025-03-19 01:14:00,9856,9797,1111,Scrapped
B101821,P04,L022,SKU507,2023-08-29 21:12:00,15447,14647,590,Completed
B101822,P02,L030,SKU500,2023-04-09 15:45:00,6257,5841,443,Scrapped
B101823,P04,L032,SKU507,2024-11-28 05:34:00,12850,12693,90,Completed
B101824,P04,L016,SKU512,2024-09-10 13:10:00,12309,11902,371,Scrapped
B101825,P04,L014,SKU512,2023-10-26 01:54:00,13998,13620,744,Completed
B101826,P01,L007,SKU504,2024-06-18 05:02:00,9582,9314,157,Completed
B101827,P04,L018,SKU505,2023-06-19 20:37:00,15317,14182,258,Completed
